O*NET-SOC Code,Title,Workplace Example,Element Name,Hot Technology,In Demand
15-1252.00,Software Developers,Kotlin,Development environment software,N,N
15-1252.00,Software Developers,Kubernetes,Application server software,Y,Y
15-1252.00,Software Developers,LAMP Stack,Web platform development software,N,N
15-1252.00,Software Developers,LexisNexis,Information retrieval or search software,N,N
15-1252.00,Software Developers,LibreOffice,Office suite software,N,N
15-1252.00,Software Developers,LinkedIn,Web page creation and editing software,N,N
15-1252.00,Software Developers,Linux,Operating system software,Y,Y
15-1252.00,Software Developers,List processing language LISP,Development environment software,N,N
15-1252.00,Software Developers,Load testing software,Program testing software,N,N
15-1252.00,Software Developers,LogMeIn GoToMeeting,Video conferencing software,N,N
15-1252.00,Software Developers,LogMeIn GoToWebinar,Network conferencing software,N,N
15-1252.00,Software Developers,Loom,Video creation and editing software,N,N
15-1252.00,Software Developers,Magellan Firmware,Operating system software,N,N
15-1252.00,Software Developers,Management information systems MIS,Enterprise resource planning ERP software,N,N
15-1252.00,Software Developers,Marketo Marketing Automation,Sales and marketing software,Y,N
15-1252.00,Software Developers,MathWorks Simulink,Analytical or scientific software,N,N
15-1252.00,Software Developers,McAfee,Transaction security and virus protection software,N,N
15-1252.00,Software Developers,Microservices Architecture,Application server software,N,N
15-1252.00,Software Developers,Microsoft .NET Framework,Development environment software,Y,N
15-1252.00,Software Developers,Microsoft Access,Data base user interface and query software,Y,N
15-1252.00,Software Developers,Microsoft Active Directory,Internet directory services software,Y,N
15-1252.00,Software Developers,Microsoft Active Server Pages ASP,Web platform development software,Y,N
15-1252.00,Software Developers,Microsoft ActiveX,Object or component oriented development software,N,N
15-1252.00,Software Developers,Microsoft ASP.NET,Web platform development software,Y,N
15-1252.00,Software Developers,Microsoft ASP.NET Core MVC,Web platform development software,N,N
15-1252.00,Software Developers,Microsoft Azure DevOps Services,Development environment software,N,N
15-1252.00,Software Developers,Microsoft Azure software,Development environment software,Y,Y
15-1252.00,Software Developers,Microsoft DirectX,Device drivers or system software,N,N
15-1252.00,Software Developers,Microsoft Dynamics,Enterprise resource planning ERP software,N,N
15-1252.00,Software Developers,Microsoft Dynamics GP,Enterprise resource planning ERP software,N,N
15-1252.00,Software Developers,Microsoft ESP SDK,Development environment software,N,N
15-1252.00,Software Developers,Microsoft Excel,Spreadsheet software,Y,N
15-1252.00,Software Developers,Microsoft Exchange,Electronic mail software,N,N
15-1252.00,Software Developers,Microsoft Internet Information Services (IIS),Transaction server software,N,N
15-1252.00,Software Developers,Microsoft Office software,Office suite software,Y,N
15-1252.00,Software Developers,Microsoft OneNote,Word processing software,N,N
15-1252.00,Software Developers,Microsoft Outlook,Electronic mail software,Y,N
15-1252.00,Software Developers,Microsoft Power Automate,Enterprise application integration software,Y,N
15-1252.00,Software Developers,Microsoft Power BI,Business intelligence and data analysis software,Y,N
15-1252.00,Software Developers,Microsoft Power Platform software,Enterprise application integration software,Y,N
15-1252.00,Software Developers,Microsoft PowerPoint,Presentation software,Y,N
15-1252.00,Software Developers,Microsoft PowerShell,Development environment software,Y,N
15-1252.00,Software Developers,Microsoft Project,Project management software,Y,N
15-1252.00,Software Developers,Microsoft Publisher,Desktop publishing software,N,N
15-1252.00,Software Developers,Microsoft SharePoint,Document management software,Y,N
15-1252.00,Software Developers,Microsoft SQL Server,Data base user interface and query software,Y,N
15-1252.00,Software Developers,Microsoft SQL Server Integration Services SSIS,Enterprise application integration software,Y,N
15-1252.00,Software Developers,Microsoft SQL Server Reporting Services SSRS,Data base reporting software,Y,N
15-1252.00,Software Developers,Microsoft Team Foundation Server,Project management software,Y,N
15-1252.00,Software Developers,Microsoft Teams,Project management software,Y,N
15-1252.00,Software Developers,Microsoft transact-structural query language T-SQL,Data base management system software,N,N
15-1252.00,Software Developers,Microsoft Visio,Process mapping and design software,Y,N
15-1252.00,Software Developers,Microsoft Visual Basic,Development environment software,Y,N
15-1252.00,Software Developers,Microsoft Visual Basic for Applications VBA,Development environment software,Y,N
15-1252.00,Software Developers,Microsoft Visual Basic Scripting Edition VBScript,Development environment software,N,N
15-1252.00,Software Developers,Microsoft Visual Basic.NET,Object or component oriented development software,N,N
15-1252.00,Software Developers,Microsoft Visual C# .NET,Object or component oriented development software,N,N
15-1252.00,Software Developers,Microsoft Visual Studio,Development environment software,Y,N
15-1252.00,Software Developers,Microsoft Windows,Operating system software,Y,N
15-1252.00,Software Developers,Microsoft Windows Server,Operating system software,Y,N
15-1252.00,Software Developers,Microsoft Word,Word processing software,Y,N
15-1252.00,Software Developers,MicroStrategy,Business intelligence and data analysis software,N,N
15-1252.00,Software Developers,Migration software,Platform interconnectivity software,N,N
15-1252.00,Software Developers,Migration testing software,Program testing software,N,N
15-1252.00,Software Developers,Minitab,Analytical or scientific software,N,N
15-1252.00,Software Developers,Modula,Object or component oriented development software,N,N
15-1252.00,Software Developers,MongoDB,Data base management system software,Y,N
15-1252.00,Software Developers,Moodle,Computer based training software,N,N
15-1252.00,Software Developers,MuleSoft software,Enterprise application integration software,N,N
15-1252.00,Software Developers,MUMPS M,Development environment software,N,N
15-1252.00,Software Developers,Mutation testing software,Program testing software,N,N
15-1252.00,Software Developers,MySQL,Data base user interface and query software,Y,N
15-1252.00,Software Developers,Nagios,Network monitoring software,N,N
15-1252.00,Software Developers,National Instruments LabVIEW,Development environment software,N,N
15-1252.00,Software Developers,NetSuite ERP,Enterprise resource planning ERP software,N,N
15-1252.00,Software Developers,Node.js,Web platform development software,Y,Y
15-1252.00,Software Developers,NortonLifeLock cybersecurity software,Transaction security and virus protection software,N,N
15-1252.00,Software Developers,NoSQL,Data base management system software,Y,Y
15-1252.00,Software Developers,Oberon,Object or component oriented development software,N,N
15-1252.00,Software Developers,Object Management Group Object Request Broker,Transaction server software,N,N
15-1252.00,Software Developers,Objective C,Object or component oriented development software,N,N
15-1252.00,Software Developers,Objective Caml,Object or component oriented development software,N,N
15-1252.00,Software Developers,Open Graphics Library OpenGL,Graphics or photo imaging software,N,N
15-1252.00,Software Developers,OpenAI ChatGPT,Development environment software,N,N
15-1252.00,Software Developers,Operating system shells,Operating system software,N,N
15-1252.00,Software Developers,Oracle Application Server,Application server software,N,N
15-1252.00,Software Developers,Oracle Business Intelligence Discoverer,Data base reporting software,N,N
15-1252.00,Software Developers,Oracle Business Intelligence Enterprise Edition,Business intelligence and data analysis software,N,N
15-1252.00,Software Developers,Oracle Business Intelligence Suite,Data base reporting software,N,N
15-1252.00,Software Developers,Oracle Cloud software,Cloud-based management software,Y,N
15-1252.00,Software Developers,Oracle Database,Data base management system software,Y,N
15-1252.00,Software Developers,Oracle E-Business Suite Financials,Financial analysis software,N,N
15-1252.00,Software Developers,Oracle Eloqua,Customer relationship management CRM software,N,N
15-1252.00,Software Developers,Oracle Fusion Applications,Enterprise resource planning ERP software,N,N
15-1252.00,Software Developers,Oracle Fusion Middleware,Enterprise application integration software,N,N
15-1252.00,Software Developers,Oracle Hyperion,Enterprise resource planning ERP software,N,N
15-1252.00,Software Developers,Oracle Java,Object or component oriented development software,Y,Y
15-1252.00,Software Developers,Oracle Java 2 Platform Enterprise Edition J2EE,Development environment software,Y,N
15-1252.00,Software Developers,Oracle Java Message Service JMS,Object or component oriented development software,N,N
15-1252.00,Software Developers,Oracle JavaServer Pages JSP,Web platform development software,N,N
15-1252.00,Software Developers,Oracle JD Edwards EnterpriseOne,Enterprise resource planning ERP software,N,N
15-1252.00,Software Developers,Oracle JDBC,Data base user interface and query software,N,N
